,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
5,354869,707902,952580,904722,726195,576661,518712,368670,238750,233919,260370,363939,675956,1316417,1189614,858073,774291,671880,565104,1084278,1206521,1659491,1925417,917102,649949,779997,925482,948962,540293,840138,1055855,1221489,1108587,998373,1268245,728006,255205
5,559223,715442,600881,419112,488093,1020290,1065579,808362,570536,312136,278050,638554,1443896,1090351,1280201,1116345,1021544,1241804,1165415,962615,947478,1112528,1637221,1735563,864802,845162,786332,941082,883734,997310,1308587,1584101,1583036,1323204,1176484,1048686,478870
5,643889,1247888,808836,664774,786998,1136541,1034601,644352,261747,84316,121547,356748,940608,1015916,861008,659319,902372,989159,1019282,1169136,1135996,1493451,1357211,1578742,1232152,869732,627781,618849,509924,1030824,1432815,1117752,713406,763286,623683,728667,364777
5,553964,884969,739631,690851,669818,620935,694138,471050,266339,148711,166383,133770,418498,1303811,1340235,1245491,845155,811907,1389303,1259435,922182,992589,1336012,1091050,996815,1257202,904855,812868,399192,383415,764290,1432812,1269527,825857,721366,997593,742399
5,435278,922828,764275,545020,578664,423592,429346,316378,479239,480623,190932,416574,700396,1162743,1169905,788312,766642,690693,704866,1083494,989322,947407,1132665,1894525,1345692,596297,503948,632045,614265,766513,878542,1023589,1021503,1020052,698068,846557,480578
5,279163,375533,372768,371729,629574,846613,814472,730808,358131,306910,248998,273881,731945,602110,734444,938738,1036099,645962,728759,825079,881575,779582,974741,1307577,1119238,932346,714981,837737,678586,800959,1180491,1171616,920172,950339,647664,527202,140232
5,748238,1178534,728997,564787,618765,1111230,795754,253707,232979,148247,91786,323640,712360,905973,825526,1094756,1263472,714473,777238,1233086,1156067,1151612,1756847,1718054,1063565,890914,792834,757127,788472,652618,755843,1436542,998088,981275,1103197,799403,471612
5,283352,496668,498735,657404,628089,746170,829930,552473,333888,172680,181243,328033,633555,563305,1125244,910332,915157,697413,992992,974667,1557598,1573723,750903,585020,493979,642553,621371,739719,774639,1588794,1945053,952415,858953,715710,663251,754635,275584
5,385979,809992,821863,653171,657574,722610,730846,623631,280999,193738,124570,467192,1158609,1554431,735462,637787,992424,774177,973026,1014599,886428,848423,968252,1262138,1479249,1772498,982029,833459,725686,719076,804266,1042167,681343,848256,876316,1020433,738511
5,280660,518287,364131,443611,444689,724753,1317991,1317429,479476,225200,55831,397572,931422,1128752,1135307,1650616,1487985,1057790,951801,602037,423927,1226804,1056969,1121683,921872,722993,995475,1043691,757938,1314487,2358345,1806810,890570,680525,534323,843642,387387
5,280463,461774,506671,632198,1465822,1931397,1391389,1080602,605853,468846,640948,820079,1049048,1012138,1185001,1187771,1178680,1114821,901277,723920,716754,1195931,1064481,950917,1037779,1378253,1228166,1331950,890059,1069113,1315584,1321876,1791281,840088,634163,825065,361190
6,450340,785894,2675724,2414031,377738,290445,258007,186010,275403,223669,255180,209382,280058,789735,1755471,2486984,2283796,828447,1150746,844286,1094437,1110060,761059,908565,1425357,985873,425767,84237,132900,176028,245195,496397,888703,1561982,2461152,1156485,932405
6,560799,656815,907379,1146325,1397863,1155827,859409,288061,135261,207113,79782,251174,265825,571650,705613,1507826,1945711,1191907,924731,859367,1093294,1098271,538637,495851,572553,618795,615728,785229,398073,359940,482292,653449,692107,645016,861269,1279437,1102309
6,611763,675446,903151,1156240,1643397,1532532,842874,421472,195549,154367,239172,199715,246828,426502,684038,1409680,2085090,1149428,1704103,852445,879579,1082048,634432,389837,643794,798794,470429,1010639,226910,396450,933704,496834,775827,1066413,848739,833404,995761
6,2157258,2472321,1860032,336860,63371,98737,61422,78878,71223,130728,39228,201644,776190,1372803,1872446,2184188,985879,447607,1402626,1229538,1104533,269388,423924,419281,1268718,666947,43313,240748,29408,316413,590966,974250,956992,783882,972567,510594,711992
6,969276,1782801,2544273,529130,139697,113687,109519,56055,158022,169602,81649,225279,669655,1248196,1828031,2120060,783439,719732,593388,1787858,1471621,530764,401822,480638,1179381,647655,88823,249568,46117,199862,758221,1033621,541696,570750,793989,1675857,1269326
6,763346,1826703,2020227,2071184,509187,195500,166079,203525,75664,203072,151927,364913,546009,915958,1228692,1114197,1084394,931300,959745,925069,1588378,854436,610251,715248,1303684,636547,96499,72744,148287,110149,364382,1171249,951405,585166,702178,614620,337158
6,1256871,1150564,1127116,1362669,1306376,893407,352883,361714,217622,7311,117623,184703,165569,323534,780374,1817498,1878861,1386411,1378730,1391221,1035666,806327,456790,366283,794519,795869,171897,238827,178137,277379,1145324,620058,713815,846757,834613,845527,846099
6,550196,1421896,1774675,2100875,621117,228481,196306,203194,63055,143706,171447,203127,329160,1140939,1562347,1194105,1005801,1100315,1470890,1457700,973447,245154,329021,450723,387587,650175,799887,864438,216242,492083,852034,353711,546189,889486,596778,880556,673213
6,776836,1223958,2171396,2282265,1343802,515563,97678,179401,70267,61874,105558,206506,551066,774876,1054184,1344958,1518769,1235255,1549304,1116616,1251655,785880,604134,526924,1094277,1075811,293672,177437,189267,295661,1065220,889948,675228,308091,549382,663420,1077286
6,884677,1029631,2038310,2034594,1321799,475695,114991,92693,39640,12299,207135,89928,545998,884687,952918,1333776,1426548,1216662,897332,1166757,1323724,814241,587638,248223,1365978,1007072,90728,135413,152258,135449,1377848,679079,479941,445396,460579,565629,1047971
6,1294611,2036366,2747229,2189123,1238517,261047,135496,123658,130436,391726,618839,308747,252278,1445035,2025598,1997302,855380,969435,1856157,1236869,1414903,1251329,640765,450569,1322313,967878,612953,134369,204375,1052712,1446845,780406,502411,838828,1173911,379382,439062
6,742332,1764599,2121304,1761801,1450046,458444,215447,221436,315607,914091,258435,237016,238794,1165148,1742122,1606054,1472353,1038905,1918552,1103643,1223653,927584,757889,780634,1015118,968057,551130,220975,432996,847626,1077251,958892,608829,884168,1065076,1135810,587023
6,297466,657057,1201390,768077,888413,1606583,366564,199184,67975,27658,101241,112761,132730,601367,2337205,1268918,886296,371777,1221729,341277,570717,766574,662816,731798,495776,211564,190216,445369,700777,1054432,441914,814452,642004,474906,714918,807071,358582
6,277357,726159,749546,964099,1416424,1856939,428307,86658,213362,96951,126985,152448,264236,885601,1663326,1224796,897868,513633,877354,498569,755162,756933,803760,695115,416165,746702,542730,299900,522086,674814,749479,801790,680032,687388,840140,400121,210574
6,346358,1009920,1387971,1283893,1422811,1421337,205768,152601,44625,149247,191831,225029,184836,367197,1681278,1494257,873860,804675,1282301,719736,880689,671309,952042,638808,683988,411128,229312,255043,547564,1080515,677835,631766,621444,455598,795835,645624,295097
6,549369,509375,720514,1273833,1696330,566775,137803,41572,187811,365408,323490,313801,425970,979628,1167247,923989,1279667,1088271,592125,524670,616380,425016,866667,630223,634382,475226,295277,686234,746380,844993,441020,438800,565431,580448,692013,653823,871272
6,230902,634710,770182,663052,902484,1224794,899495,195538,90918,150845,107570,187875,446353,645791,1390600,1258513,1001401,770124,720940,466710,561341,531336,566908,754434,830589,528509,576531,508293,272437,418271,592902,576700,662532,713992,823962,779698,668378
6,277909,700215,1117629,1235023,1850768,647088,170133,26525,102900,160183,14521,108917,196760,189543,750719,2612080,1359011,866234,454565,551254,633690,233143,538760,1419872,1103279,218870,79658,267414,71344,269766,833031,934909,445613,725466,625679,478328,806971
6,927424,927215,1076093,1784285,1207619,1286453,813030,232787,103514,191415,169572,149003,146831,1147564,1934468,1670129,1631263,1081287,1131568,716337,814755,785190,346879,484380,1175775,793831,761687,609558,566306,868621,1061865,638091,705825,855058,609667,881152,557067
6,736178,1085961,1323882,1544273,2121038,837753,142867,148124,85015,171693,160093,114155,130146,392864,2051301,2766401,1435079,748652,1121692,792336,724391,716166,617905,1125958,886637,598643,454769,476979,613149,751254,918656,475433,583331,800872,843675,844784,982049
7,135639,237568,569710,502137,685263,875603,778729,1419377,3198216,3401533,1591571,1742115,1093456,520949,574471,455386,317917,310175,546298,564408,542162,743264,1015095,1901804,3173136,1934469,896268,974969,834187,963361,2660154,1769402,1390090,1134502,688032,329955,207139
7,190449,200615,382802,470547,396687,632652,1815073,1871606,1947959,2466799,1909025,973324,1243216,748350,602959,370988,271692,234692,395454,680378,346977,1076230,1268385,1213710,1378056,1938006,1097759,1450086,1147994,1893188,2470143,1277687,1028881,508068,411122,464483,273122
7,270140,262429,427390,477222,584454,899847,769849,1337009,1475023,2824170,1691300,1920132,1184014,1112230,1132070,732539,881955,986390,541767,681079,853450,1082652,1217221,1629711,891835,283018,215910,599402,341387,552596,1387320,1053265,1082968,683780,813585,517725,341730
7,252796,328301,224239,251356,413116,579734,746343,1046530,1440471,1506196,1743687,1794821,1479077,688179,606302,601745,328369,426844,679298,300426,296831,591938,405255,981721,1005715,271713,104968,228111,133399,676612,853854,679658,376275,317416,240138,176243,138994
7,117410,172026,384731,272650,401211,648687,529862,871755,627141,1685147,534623,709745,801712,724746,648999,595158,732476,439733,450381,354326,425076,538742,772354,1532110,1257363,333163,102094,252875,149706,300733,885570,1505790,555766,510850,365897,518974,33161
7,270464,407838,275323,465502,574958,509091,754469,587084,1154826,1087821,947837,899994,771507,785863,504927,609294,981119,599312,619227,346132,339944,650104,1034590,1075176,1339994,346969,214887,139210,417789,683009,1752927,1038131,542772,443885,336198,328126,220122
7,340045,352950,326198,478373,538192,549963,1209438,1174007,1568848,1400775,973609,929973,871397,722629,816024,953873,645114,403695,451433,271155,323157,393958,874854,1435583,582624,245474,313785,231601,376184,795624,890060,1040003,931311,270108,219055,255925,261260
7,209925,236020,267927,453935,449900,572105,870057,1370224,475751,390260,813846,1177118,799888,692056,1032348,731557,649675,464419,488541,383213,484798,728890,1045564,1299108,648063,642459,283416,399136,228253,712608,1150444,659691,783163,659905,355089,295682,370831
7,336978,414461,267023,385747,348731,423637,425115,514927,1049911,629132,1216586,1033530,877700,637045,561695,699489,818985,591178,920463,436841,633563,1058460,908322,789853,403782,377926,165237,272448,170561,533414,1006919,1229640,572213,440469,298609,352656,331322
7,138041,239186,303575,394364,445081,404940,627357,889966,919680,1423223,1083911,1446131,768017,692165,770041,544550,567544,701700,685818,892186,487468,637495,1712539,1363143,576660,320213,194778,237657,435600,735560,905709,1207779,819450,537030,449102,319322,234615
7,302721,245176,270930,360058,405454,443321,474231,856193,751510,1146554,992508,1150209,1158330,696657,593263,708796,612680,538482,880730,541130,701599,1125773,1284034,785283,380687,221584,129347,290639,174077,934236,1099006,907439,633719,247284,447090,252912,238008
7,143001,342383,293206,255657,380661,592557,459937,747180,570218,1189046,874567,1366213,1123908,937235,729451,903486,682954,530073,565379,342969,411882,411304,435027,653142,498741,239969,199465,250594,197670,400738,779979,565538,492527,178712,172099,250306,91502
7,56252,212032,177796,273177,664386,423180,866914,976892,952901,1141542,1583385,1159635,949143,863844,737202,858729,1067131,717796,737728,431105,782835,870618,1360155,947050,486903,289206,187010,175597,189136,304460,1110212,999207,599546,582915,246172,414353,303203
7,515032,302993,204643,204103,405359,660677,476130,787331,962372,3234236,1340547,1401651,891773,690854,529771,385570,324964,264513,425772,270394,348155,460545,835459,1477723,1033837,345536,291173,237601,218013,353623,1123025,1362190,810142,528410,204447,152664,134701
7,362640,408236,394112,806233,1105311,837667,1731656,626948,565387,952903,565084,877196,1203412,1237142,955444,637400,829011,771728,878074,719996,878831,2247155,2906942,973063,435685,360581,276396,241552,259872,397135,319051,522177,2599121,1587378,819980,682470,268109
7,267065,332455,245504,305092,254829,342052,491088,1053206,1391406,1619432,1347466,970152,745451,645004,568414,414913,327061,272935,292465,231129,514445,745465,1287930,683754,705153,522466,147234,191770,156980,330420,384652,665278,869179,1075034,258829,313285,280410
7,132489,219217,333958,381477,234369,459292,967183,984461,645018,1394180,716586,791375,1414892,753291,396247,316608,223060,256310,295538,242393,398902,451805,1452660,1130073,639093,443610,252874,207811,283885,282996,332080,301072,829351,1245381,671697,307784,134555
7,148441,241158,267595,297611,458420,563715,533862,944383,1107093,1529553,1967293,1196622,706975,589558,501915,331350,323647,291406,355199,391429,369676,329035,974308,1762831,645774,505963,308896,490117,580754,678876,725820,1063926,1071029,608406,452378,160746,130957
7,395823,333503,243906,229498,263596,350902,678854,680307,1178337,1826549,1540527,1083020,837599,506580,435325,429455,310675,287108,366323,241770,273715,436511,688919,1418142,1186368,503170,271117,520244,471879,522429,1003072,1253049,696292,498364,266193,191273,148818
7,213895,271718,252453,311389,390641,416716,422200,729916,682972,2150333,1590681,1257441,649717,483015,448751,331791,251106,247846,292491,231736,307450,414627,1012419,853562,994372,796359,338644,473800,456077,318832,1404789,1101603,427147,191851,248824,540394,202085
8,1006764,721026,985328,909178,698005,1044403,1303716,1462201,962029,780843,707913,726702,1030967,1582892,1108897,1462870,1378778,756308,1050098,981107,863101,761760,844164,916325,880590,852679,750398,1726347,1204438,1458144,905213,1064606,906509,1212515,993207,729143,452193
8,402059,1010674,1038883,816267,1229967,1568258,1324468,884030,525612,730132,890703,1201336,1159822,1806390,1736382,1281793,923456,825762,1564387,839543,600463,417937,611244,978141,683612,1368213,1806880,1538513,1643368,895998,689716,1413291,1326736,810352,764331,1198799,416624
8,385097,1247421,1074183,1114092,918461,871311,1438945,912133,1015275,1238801,1096535,1734382,1488653,1176123,935565,1433740,718103,934285,1286361,1168713,871354,1022013,863569,846614,1069906,1560108,1483244,1364439,1994753,926912,589768,950168,859666,1393328,1100316,1344788,659659
8,489041,1078811,1472456,1536299,1417756,1576582,1175559,715421,406726,518097,798563,1295271,1417566,2733891,2110655,1732796,840584,617386,1252021,1108593,648456,493528,1045828,880349,1604908,1907334,969668,1231262,1276338,1766918,1239158,1260548,1266835,729119,1297859,1010225,593912
8,655553,1026296,641009,1473140,1424565,1078699,1045674,321445,200202,122960,151481,386957,1686235,1952437,2280815,822836,701825,1093075,1988652,590733,452752,526756,1163180,603107,459001,942721,1176350,1524917,709352,924119,530614,645340,1060529,1129584,1459424,1251061,430632
8,602502,1458912,998040,918977,1349767,1386751,2068675,2449969,1168425,133214,430610,714407,1142371,858874,994052,1988829,1694268,1383885,1017192,943093,655283,610157,580576,1025148,1128965,1259931,1953334,1547141,1708720,2033472,951134,730214,888554,532394,482370,532445,580190
8,131371,690252,842656,1214414,1574178,1317523,695112,876946,660322,352313,180964,561894,1809907,1084454,1247663,766613,811285,1376136,1081008,958788,883429,695166,620664,496268,637668,1531044,1291196,738946,645709,910014,1102782,1538135,615608,405599,888832,866450,939894
8,510168,1294267,1412874,1656438,1729584,1268848,1055679,1078576,1786350,1250465,261541,1206427,1623720,1521983,1576334,1415032,1115665,1432995,1926579,1111032,856234,947519,1109164,1174337,1251764,1341861,1433682,2083463,1519261,956897,1277787,1140836,1554642,1100558,1035985,1045040,718921
8,257989,392261,480657,459395,546643,430081,650201,270471,64183,35109,55092,364740,733517,939921,568906,759570,232716,122999,464010,408362,477365,482310,476319,578589,464016,610626,1310451,1338736,1094844,599203,550838,538993,1085079,782883,407688,357604,42795
8,641810,1038247,1265399,994241,1441825,866474,990214,577384,200713,356030,345120,620497,731473,1256728,1349669,1025298,1067794,1388531,746987,683670,945937,943894,620328,761447,533309,989345,966114,948551,783813,809122,664475,757392,742944,731086,844728,876395,408368
8,228405,1232091,1718036,1511310,1356071,1668985,1131606,558862,253088,86670,341345,585668,1590428,1700036,1326719,1802465,1272358,1064409,1231231,1538740,1084619,866254,692138,824797,1282474,1070106,1002077,895628,1131568,1333216,862112,632811,793352,810728,1546262,1583876,633711
8,625600,1010772,1888305,2010357,1912356,1129957,730862,80468,30771,40417,515953,581034,1174010,1364262,1632740,2078053,1009507,1459874,1580700,1004832,695276,318258,645854,940364,1287606,748665,1237797,1430213,687093,540245,826792,1199015,1016231,866609,771539,915973,533373
8,618769,734922,1006937,1607355,1654542,1959170,1656281,781656,294806,195846,315674,909436,795662,1964026,1699634,1200564,1134757,1934975,1902493,1118360,507026,330497,720550,1051366,1073114,739653,1552238,1292953,1190998,1166692,1362838,1471784,1039762,742950,644647,1082431,694894
8,691414,2050127,2211242,1509869,1768496,1574538,1013921,815607,421369,231708,221455,1215047,2185555,1490586,1022919,1012385,2069821,1295129,1635457,1870074,1417137,634081,697846,665490,992385,1378206,1363176,1506749,1420423,1298870,1189319,990283,778377,1233278,591905,918944,540493
8,657292,1267286,1114290,1693514,1060430,493151,848271,235597,163848,1325830,753336,1104590,1004149,1002304,1777373,1097354,1310627,1256319,1445054,687468,777005,1057410,1024267,729709,1187392,662154,1059754,1009324,1086795,844774,609459,1023141,993638,865227,1239145,1272336,1012655
8,1053309,1900796,1798450,1541259,1760047,1575247,795018,441904,407524,1152777,645632,1482619,1491209,1198624,1322306,989265,2001110,1318347,2363598,1920156,835565,738622,766431,1151430,1518068,910279,920926,1813452,829871,1145152,1515728,1168706,1036121,815852,1079485,1385433,563163
8,778751,1243524,1586480,1936820,1703148,1559879,1634973,1191175,395752,150798,700004,1303300,1215178,849314,1262415,2340996,2042855,1652280,1522497,1674634,1050446,1186250,776480,1160654,1223276,999931,1647565,1191229,935401,1587704,1210467,1353008,849913,939593,1330582,1524253,860286
8,660333,1600064,1790194,1586720,1667078,972065,821598,250906,268756,1354493,804337,927410,1023513,1460405,1718256,2176821,1301624,1214172,1920017,1210222,1182946,929144,1022507,974556,749227,754974,941882,1407843,1154105,1539162,963944,885418,825369,903045,1304692,1656310,976220
8,826468,1752044,2029693,2206043,1657300,1398853,850637,478185,334412,191613,937428,1567378,1175783,1405415,1577036,1468620,1275359,2207368,2189418,1310256,1315872,1063199,996277,1244449,977394,1037318,1264498,1258246,897240,1068553,759407,1112783,1339610,1465183,1309859,1277175,721306
8,587725,1206418,1471129,1773862,1418645,1200062,987716,223521,84714,260147,428671,953232,1105289,1498391,1297363,1033935,981685,902691,1960404,1421407,1111176,799428,561767,788218,1268017,882605,764176,854072,782959,789360,841595,898160,842838,1063065,1064865,1063637,562930
9,558929,366405,294355,821669,784734,781216,606796,988397,459322,360433,1018386,1748369,1534597,731941,286263,325119,696759,631838,937520,442164,941514,927381,250764,192400,934940,864004,348146,1735314,474603,962165,1105323,889257,825852,1095805,476743,306808,392601
9,294721,475793,677381,621723,547525,767714,836656,1327055,1112527,2332224,1643742,1959072,1315775,891164,1113846,387446,239384,430506,1188417,515908,688353,1190259,959754,490562,799416,1580395,955715,2114379,1241692,1261092,1605074,1089284,949952,1088063,795139,630415,448849
9,506152,665601,754410,514248,542568,920573,1048444,1400877,1280298,1389579,1086123,1693289,1249553,1031596,946227,370581,968141,740012,2070406,1031416,1044073,953208,637473,1037460,776365,830425,946787,1793687,535605,827413,1432026,1870179,1426622,1122819,876772,1122899,784256
9,533780,629464,469287,445490,732376,616101,1247713,1442936,856750,1543802,811539,2188619,1231406,587321,542944,846558,712411,398223,1643817,611643,697695,715507,750402,636943,854719,732579,620071,3076603,809582,1149491,1338622,795569,603961,1067794,695760,709957,724493
9,671938,585780,1072711,1538408,546248,251118,644408,1495625,1387135,2540630,928327,1212498,1733959,785530,594023,865012,963431,492971,1665412,1402513,1277581,1331572,721458,498592,673384,965693,827521,2302715,822965,1676271,1440934,998679,1080205,1457987,854986,714588,705731
9,380207,708760,722678,647965,834088,897999,1324611,1527547,1167609,2263560,1263273,1764927,1854489,722580,435012,1469035,838189,436774,1201868,857784,1460026,719049,634046,1556752,837948,879906,784586,2626820,1040006,1499222,2193450,1258334,1009676,828694,733640,1071459,546044
9,708978,857439,756335,621288,746932,968784,2570259,1698271,532223,1477345,1375796,2336653,1250107,1048130,1037482,695677,1111889,1274903,2128682,844685,1327317,1577013,1099706,416004,932068,1364112,952559,2187034,1058837,1396447,1799867,1331690,1416228,1166704,1577547,1278387,602327
9,323742,840532,844949,665356,961455,1032637,1065061,1615651,994998,2771226,1224062,1722629,1555844,929152,1063232,680210,792346,567729,928483,951478,1796395,1756803,1011511,839419,1030439,1434493,1274283,1504095,1138285,1642941,1303629,1250292,1105937,1129643,1284420,1284619,808896
9,693707,804184,646550,408353,1324915,962995,1025115,1006153,598783,1614902,1569144,2212853,1695488,1435206,1166768,998586,891434,451541,1110853,1092701,1005708,837274,510576,703212,1257626,1426766,1260866,1482112,1534817,1418861,1157413,1289733,1687999,1285346,933028,942174,465221
9,750854,571089,756699,825426,939434,1055144,1149026,1452985,848812,1440628,603080,2139682,2091481,914261,668187,519326,434749,261666,1196938,1439770,1681388,1058365,784567,679284,918418,1139132,862558,2729489,1206101,1205041,834669,620791,646186,1134579,955370,966658,1125564
9,827416,548532,612985,1107461,717431,959798,1702581,1886386,1037415,1697225,849033,1196610,1605606,979256,637090,546178,962026,807145,929506,731931,1755724,612252,722950,806230,675077,1004500,1263253,2897621,783363,1401175,1341519,1119614,1043960,912636,544946,389838,215209
9,323658,485253,1562522,737047,898853,827133,1265820,1441692,1318219,2905591,909211,1653010,1106248,528284,951298,912157,875969,874268,1092979,1078817,1286231,1007932,1330951,1205561,1132485,1186051,897366,1617064,1218920,1837880,1700318,961589,679213,1078362,1248741,785539,785637
9,739596,1357786,1156676,748956,1133604,1262401,1576433,1341115,851861,1040583,1684829,2065876,1793224,1048393,708673,1000566,854555,925564,2838478,2197759,2110205,1427633,583865,619241,1149134,966168,814209,1371569,900911,1378798,2101335,1846255,1402197,1257746,1921173,1303786,800135
9,644948,644125,1013511,516530,501492,552837,1236266,942295,948355,1292199,2851079,2270148,694644,693031,510944,438776,451025,416211,667770,1270240,1420360,751850,899815,594802,1548747,1415667,1356511,1939718,1573675,1102781,749607,832054,1176571,1515045,875645,511302,649307
9,286797,743898,561571,382230,1046710,818859,1130385,1294272,2615145,2811015,1370400,957311,802500,635599,341961,278778,521244,815555,1035920,892346,515653,452820,852452,954743,907532,1551896,2408661,1789273,1781831,1776503,1270157,757646,730391,601100,723064,563207,178991
9,211088,308230,593643,523915,683979,771637,1084881,2183913,1671275,2593789,976823,1164949,887357,843964,577836,514569,567555,610570,500845,289994,385621,923171,694441,616615,722228,2026042,2775530,2095312,1650527,1532839,1228819,965004,731698,490666,522562,398058,254470
9,344540,819749,905875,631228,680824,850574,1529906,1324573,870195,848047,3114643,2554343,724273,577258,762090,453034,550662,534657,560401,483677,993361,1199517,1526857,1366264,746450,902474,1441951,3034343,1107705,1093846,978117,1482913,687556,1107085,763465,777594,660939
9,483454,569583,488221,557309,685997,735811,1462197,940163,1745006,3128299,2653601,1697192,1745464,1027993,649876,573691,640920,521405,422138,439864,834050,579806,943122,965825,967816,1426007,1513948,2834682,3106853,2887038,1784795,695512,693103,468022,336313,705600,601449
9,647127,849186,1474058,856169,640687,689663,1014389,1048753,2020088,2589265,1817172,1215140,1072033,678737,695440,809552,1392750,1415067,1594766,907412,971607,1100719,1285449,1094165,783109,1523266,1825901,1565750,1816027,1220906,1369643,1765877,1370700,908945,921096,1332032,811881
9,495294,800852,963484,709087,931521,1094586,1242018,1354229,1024663,2152889,2265154,832861,1118206,603081,826513,927093,479026,772777,606348,1216752,864171,859390,1174906,1105918,1187474,1708403,1601785,2670529,1363271,1020641,1160586,808513,584520,1012440,1074220,978258,398513
10,303371,790398,916845,402934,285951,580771,1174931,1345499,632288,85381,48847,93873,714171,815115,597016,1075850,520522,298036,499617,594017,1099315,1448171,1872648,1284469,500517,586957,734861,929189,681349,798536,1683806,1183615,801351,690949,602008,580265,224180
10,276055,545330,658930,531344,834304,1064676,1562704,776345,182783,79190,79742,161174,1169847,1138927,1182011,1171588,570204,508969,873260,1130866,1135446,925202,886617,1055419,1164191,1527623,884785,739932,740222,1424120,1530079,974650,991184,980643,532574,760776,510314
10,279523,388102,546860,883269,1641729,1794565,1232025,615684,161068,95878,70289,87446,811935,1344185,1541150,1050133,1017176,937236,1071274,665411,446691,703522,1300041,1643996,1570498,1633195,712609,661408,636482,1152095,1444355,1079541,726183,764434,855232,749237,303601
10,629924,984182,780659,789775,1087017,1096785,669063,273235,164158,120990,85314,94895,582267,1200587,1474853,1287645,753423,561981,627795,339542,543569,678306,887194,1611823,1378864,564727,657856,1234267,1038924,650722,1182216,1416418,1162017,769308,385056,476568,230918
10,148407,510146,998218,501694,653439,1534774,1895686,540106,127566,74677,50659,12950,54379,318524,901412,1259167,1112399,881807,571217,467124,977068,1103018,1018511,1755601,579900,413024,504126,1023522,939871,1473428,1739221,1057756,757182,514206,751161,726895,143222
10,587147,789502,561793,504566,664855,1169340,1472145,1575526,449951,99894,189577,738731,1330669,773872,728456,651423,1044144,624719,750786,893035,839137,873212,1154443,1766186,1691118,707246,541224,762803,805344,808541,1136818,1486428,1311355,942085,1281955,782757,244780
10,281783,444404,467188,844409,832792,817353,955315,1210070,451710,155334,59529,346437,604096,549007,645727,622725,837855,782881,883905,1316820,1109376,993524,1459483,919957,361054,491011,748947,872336,669222,1631338,2256893,1133622,844089,507466,554543,553720,421212
10,424376,484612,453348,440936,669886,1004778,1642826,708148,109783,72349,53993,98181,75594,197214,876989,984301,976290,761665,572419,666388,1076030,896329,691232,969848,1375699,876856,661389,701418,644038,767678,1501964,900511,647085,797044,578637,522652,194756
10,327742,618638,952354,975769,1367444,1690826,1137328,260436,87789,52405,141388,463643,1329827,1181750,1420644,855377,459668,642123,744335,873966,1221106,1162584,605395,1837082,1729533,794286,760137,1120619,1079876,1280020,1587632,1719686,1055130,543670,847132,705708,286770
10,463699,814104,977675,1000905,1568496,1199789,515668,233187,103919,84970,134736,517639,878372,1167450,990016,1052730,871694,700923,803276,948278,940180,885420,1476226,1633423,1157960,575498,792262,927498,754042,944023,1633496,1230417,1207115,923345,695455,779788,473874
10,487140,468751,744597,637863,512639,1372622,894664,219048,155152,60917,108193,665915,1105046,928628,774724,682114,822432,647259,474801,704381,1171811,849096,974726,1028119,1342535,432866,237119,626623,1273859,1151611,1468992,1162561,1036800,1214241,1350512,1034126,195647
10,327607,727624,905637,787339,747844,734289,1224683,899426,321393,221864,197035,636307,1085684,698611,746913,962303,598063,348443,454845,1028887,1215615,856303,1015632,1071117,1701961,635570,511096,752062,564704,660522,2239820,1307522,634955,564298,819275,449784,220337
10,434322,709458,521769,797433,1038109,1031099,1055344,719081,141463,92773,169778,250013,589981,1743996,1097999,868119,608641,557905,851287,901496,1101021,975750,1594167,1412894,886452,576029,671921,1047559,848492,908925,1589276,1281331,682080,810877,1292291,983512,501272
10,411274,608150,613867,897406,864769,1186325,2721920,1173299,233224,159303,166055,170562,426043,579430,1987133,1318137,733336,522505,686188,933312,1158529,650853,834653,1095897,2007283,1651018,919463,615906,486270,1081867,1469083,1216354,458665,577835,849513,802915,407271
10,437889,692784,688179,941568,889476,1080030,1348113,494416,287904,396757,541278,1030173,993040,909937,954473,674431,774549,907695,532444,616638,1037958,896354,1111770,1728118,1102205,944001,548927,697356,992510,1522154,1280072,1254532,893484,796497,754290,853987,370862
10,470955,904726,901794,932208,1694981,1697530,510976,153776,118611,87810,32017,78854,316278,1423263,1647950,1123922,1216591,1220843,1105210,656407,636349,889273,780174,791622,2354652,1910121,573621,509234,550489,947838,1086474,1081682,1566431,586947,656455,866485,457529
10,217724,550178,761985,947230,1395875,1425033,552112,146208,101960,58954,16913,50283,361222,1710407,1245581,1201215,1142922,578775,658580,843275,434669,479868,888407,1464437,1234923,540193,678780,1027356,1105725,1657150,1354497,927966,730237,543993,602225,490040,285888
10,498584,829967,908563,620067,934036,1255082,1498840,914875,223732,55477,40265,62300,184903,762798,1611454,1634787,972825,734256,1183602,705673,663918,380294,976465,2046836,1806841,323242,399123,725162,737762,926124,1534852,1301703,992266,867871,592517,594751,316136
10,282145,630746,544956,506712,909768,892705,859627,356419,98789,106613,72290,167951,950137,754181,640801,885257,625002,669978,796827,708905,953527,1027136,1109179,1010024,952093,530673,639748,739645,710248,1444644,1656933,1273186,764937,582227,423909,628569,260370
