,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1,266367,633552,507369,861015,816621,1232537,1065057,1238278,1150199,592639,311554,1055180,1181740,1663448,1607447,492792,538303,415899,692922,658671,1062075,745219,1358311,1656172,1901823,996440,976738,1148552,866074,1420434,2771524,2051249,1550508,544116,421356,340187,136023
1,441386,715621,762881,812905,617100,698895,795243,598620,267198,341187,652836,1073944,835810,477695,535428,1440097,929781,681879,1292395,691859,1099569,844286,1185571,1118212,1145397,755680,899757,1414102,575567,837412,2061103,1456969,721410,855001,935575,705794,413587
1,318748,684154,642392,878789,1380748,554013,526636,1143650,731815,286596,459599,1187103,1435799,1425722,748841,878789,481715,333933,492075,1248791,951471,956272,723993,1779646,1927323,739941,720066,1302215,609632,1197696,2300650,1781439,712010,536649,681904,539944,235439
1,406038,596248,699818,516448,591706,781065,1149413,839592,349336,536152,1285981,1587210,861583,1131839,917343,390739,1297360,1069656,226270,323142,378317,832664,1666369,1704224,2131935,1574711,690789,717972,501501,1484235,2130954,1325312,842285,806854,1021972,754426,688714
1,563985,495255,565370,700316,936677,1113716,1599450,1221150,748477,762909,524491,940047,1050909,1261074,1033081,972348,706271,580790,899144,649663,818471,764671,991848,1295982,2005086,2324225,748285,683169,888191,2359033,1899294,1302044,900445,559144,331175,514549,845146
1,501635,547975,700764,786219,769222,829976,1087202,1131573,1040944,1267484,741719,1065668,1199729,630595,854276,1184598,976915,903446,1015451,872387,862831,900906,610783,2697309,2189192,731486,758362,661855,724415,1714392,2394735,1567676,998826,793280,1057960,994137,416315
2,327990,486347,196459,386735,291087,492758,437005,574507,1063983,3034535,1304654,580009,371920,271292,482822,571717,573479,408512,550129,852738,779548,1372888,952096,1236031,1424363,1446798,1375657,1044466,815565,1050625,1551130,1720930,1213232,856547,837410,690499,193380
2,271301,272316,265568,205240,240383,440213,489987,620259,842502,2844356,980800,479098,576711,248320,247468,501380,386864,435957,490683,729124,331473,836695,515499,762109,2152251,1462838,729747,2025008,1494282,2041212,1132145,865595,835431,778693,341436,377081,127951
2,157710,304125,185626,230780,472247,398080,382620,1350426,1396663,1150672,1049369,982154,364301,188756,352958,337888,456647,740828,681176,793800,843611,543281,912436,1060995,1919122,1206409,1296102,1508533,1400246,1916754,1166435,989331,971443,958664,693639,473163,188751
2,251608,498784,253686,270552,471627,470341,224986,537492,1670673,3138416,972273,615509,249859,311614,304322,218410,378326,296594,503983,894057,1107150,751201,992440,1229962,1720365,1681788,938644,954956,1269305,1634491,1198359,1287027,1696983,524920,421472,561965,159962
2,212686,182044,270041,410197,284649,342204,411410,806853,1630708,3154525,1212479,438751,497272,341264,148003,198390,577705,291366,606464,778967,658946,696777,1197383,1252213,1456243,1991041,850289,897774,1561419,1970051,1502639,1565016,972661,525976,566813,605053,131320
2,411890,334221,173711,223993,411653,308390,349164,696425,1422422,2205483,1282457,640378,255339,165791,383612,494346,255560,346812,462583,588503,723928,696445,936289,932672,1430012,1811490,1544737,959650,1285952,1450356,1469982,1324799,1112825,570854,257510,342663,438607
2,166786,140010,309041,232900,214715,301183,375743,748689,939923,1209961,1304082,478606,288163,339314,404877,157547,181145,206995,630666,505075,465454,621830,746162,1018075,1223507,1240108,807530,1492308,1420222,2121489,1650915,1025589,725794,480017,262232,358782,85416
2,191711,192497,199490,177905,187180,265636,481538,263975,997617,3073753,1167731,289522,194299,242906,448682,328890,647562,551020,436574,513025,593320,441778,796933,995825,1492681,1438600,1489321,1816675,1415713,1422361,961960,730803,1040458,1120601,742830,546182,101643
2,202047,190027,202124,224196,417952,221866,402729,745263,1240353,2538609,1015024,434937,315658,256869,337827,316402,308665,309866,612309,283405,524651,751182,1300138,1244032,1310371,1929395,861562,934004,2292372,1783506,1035206,972720,746491,688955,482026,520768,154971
2,112337,229095,135966,303777,451901,537054,575946,1264970,1341319,1153138,1003593,1161551,421453,509989,394617,412221,396379,577944,408735,692181,1111676,1077896,629677,847927,1175565,2082136,1238059,903757,1475493,1529216,1629798,1703626,962978,756534,353728,444821,104542
2,308078,413820,449508,398933,405381,368283,415961,828152,1724063,3996794,2770822,788947,460198,1067962,498279,369522,624217,296233,691642,1032389,803862,560688,621224,1194055,1645405,1624127,1250029,1504995,1495803,1610579,1316814,1047686,1280027,961561,882317,720968,211366
2,553129,798893,558041,357910,347404,343293,566981,681858,492717,881435,659964,639587,244155,617492,198438,427471,416812,375833,1139651,805776,468608,955146,1006055,682602,645355,786634,147418,157309,84755,302684,706163,523543,494216,641482,650749,1083588,478331
2,542123,677299,695662,724401,412654,453890,418030,1236623,1435912,2953051,1198140,815102,550943,370131,463338,649776,839067,1082233,824463,824249,683202,899719,1904515,1881876,1190121,349440,259732,334018,817792,1044407,1030686,1568940,955321,1209055,999933,819649,731189
2,538042,708936,891168,549598,541230,363335,253797,657224,1200307,2558825,1245672,1083991,443168,487916,179202,479491,685473,963327,646157,595910,959713,874981,1097867,1221415,1521822,1259637,670745,456275,254560,253781,421508,988477,1396824,1201624,864491,748938,698583
2,583256,1114790,659940,571156,506922,275039,156464,623201,1156462,3088894,1218722,1196606,295623,363508,406715,421325,855382,695353,684563,1221771,1603427,838920,924840,1268222,1341158,983000,596446,217830,151757,612731,1062961,934128,1087894,1334741,967525,1355199,466026
2,516799,753895,566898,634864,385218,310507,1197346,1164331,606326,968346,1112204,1178895,476655,367159,265205,364167,361500,864561,1191386,815839,1191704,948616,1130676,1359983,647944,794431,448359,258904,146028,310453,571189,1087844,1260497,899184,1103784,844856,463634
2,107650,550342,442842,487521,516614,303958,372802,1043607,849622,1282472,1131207,854360,332197,370454,240754,520362,332704,434098,666360,984304,568728,880883,1292747,1263189,691424,502306,198218,146741,83651,128816,1121043,1218331,935685,815383,760775,1022390,239989
2,211351,459410,508456,578301,293952,367588,866707,1260381,659420,973348,956133,931526,195238,227864,451099,672075,587867,591942,497937,567562,1161964,955487,920970,753054,690893,785593,711610,153826,248066,643019,639715,712111,778061,702275,1034532,1001500,408766
2,12165,679716,1020767,344211,441667,419760,546267,823278,1167281,3153236,1049216,737748,587280,437200,487065,599524,712224,732037,823027,1127305,1013114,1275914,1114643,1109787,875365,862563,182699,376042,646589,958244,961936,1197059,1286969,1442155,1379967,960678,141287
2,408787,698114,472306,574325,292557,370259,806164,1011770,1166069,2013165,1214730,1297950,374024,512566,393578,390880,488184,567713,1031634,1085958,1166820,1136497,1076316,955492,886194,758292,350053,423343,677375,1003341,965885,1101664,1013476,899507,789713,1186654,643930
3,387774,340469,339536,602189,1234194,996222,1355917,1457218,1058157,1006173,1089978,942779,959392,757630,802713,902782,1146837,392677,912020,891310,735830,1018778,2360090,3300667,1762972,239353,206067,407340,277199,237965,813014,2118312,2941724,1933263,1513023,899718,753419
3,70607,652841,469369,525907,700737,1049121,1045766,1069206,907340,901938,898718,1073604,917718,863490,791915,663689,430953,277942,961566,440893,426060,1410795,3120097,2666512,355860,354380,343512,467830,357894,306327,317491,1366750,3033357,2800806,928473,543740,189820
3,303356,823655,880122,941269,917111,827853,927528,778061,664307,669723,837393,1135091,1401702,929447,751000,777384,817335,775853,375741,700873,1283336,1368872,2925545,2298651,382800,347721,361452,480969,401321,543873,1514441,1540218,1623269,2553574,1467871,673537,428341
3,128418,224289,424658,727221,864099,853613,1323665,1625422,2655518,1319374,922852,1139704,1166663,1476326,872326,503957,543156,205018,244577,194722,445980,2199230,2714905,3419294,1208473,605985,621535,766994,641553,590308,566940,2481827,3612414,2236872,824370,285213,304477
3,113875,653610,333177,481284,972063,1674370,1246708,1263582,1666219,1370393,1035967,957698,1837157,727417,572869,377068,495395,551286,539566,438734,1102615,2269860,3837649,2102140,282387,386269,429998,530917,621097,557499,699627,2407488,3143387,2770421,876322,413461,129941
3,304450,342831,686181,664024,1185790,1547010,1310810,1063036,1032252,1034381,1113135,1234462,1367370,1558264,1081672,538851,495049,540685,620331,769276,781761,2503898,2200667,2424524,1877190,698255,391701,465364,443607,410718,525779,2576905,2968141,1883464,1556021,1085617,474340
3,268354,776105,845574,1247547,1196780,850104,1205848,936235,743979,897339,924692,914695,1320003,1014948,1103425,608958,792909,949844,774178,961843,1442726,1720130,2353405,2217373,773850,519145,356984,489904,386637,435766,876311,2409213,2497222,1971491,1545891,815816,279024
3,234860,673035,1218016,971460,807417,1631782,1737354,1612199,1158825,823583,903528,1222280,1162892,1835045,1598975,926777,1290270,552956,315889,488965,1286782,2176718,1726877,2830368,2053099,401660,406578,542167,341814,328945,815953,2799237,3361816,2340872,839385,588527,78733
3,386162,777731,445867,814160,526351,1062144,1336124,1012770,826286,941693,805094,462043,696820,776274,833974,998056,1110659,444842,529939,431639,1179647,1619254,1932988,2321620,1482285,483010,246743,359103,309459,328778,332343,997112,2610850,3002643,1210629,674785,182822
3,369431,585389,649779,1142671,1058110,813553,938315,1091362,980357,1046264,914151,1231252,1147186,1332036,1256018,880037,859458,575310,1407989,794894,956543,1161808,1407085,2492463,2542707,318528,222715,314296,272593,360022,1238010,2153594,1864183,2060058,1946173,977056,540003
3,605336,443602,663621,801957,962532,1210323,1608726,1267223,926425,971256,828236,878201,930033,950823,1230382,1089352,840109,738146,791166,681758,675177,869267,1969743,3629699,865767,467602,393987,478070,521325,484698,1265864,2860133,2146990,1574781,704570,421999,767595
3,290628,775639,731608,1430950,943441,849330,796800,938500,869656,815866,914761,465889,466308,1010885,1483169,688070,566090,772230,631399,662511,1222662,2778433,1953362,1246471,485517,496713,514148,607744,472566,496216,466153,2161075,2631256,1827371,743250,814398,389297
3,609687,635883,1089658,673529,914497,1193125,1147276,1246552,1499815,907417,706688,1065489,1449186,1514873,2019203,1133549,1014542,928220,703157,654971,853918,1025585,1860136,2489471,1784241,1042596,509890,568501,513163,585987,1968840,2581320,1707321,1174340,949150,768785,1516999
3,781202,887589,942934,626187,678817,894180,1133730,1391758,1394539,1479546,1172944,1168448,1105305,1512680,1222563,904440,641230,355703,602973,506809,459621,1466610,2994458,3512354,1274264,511449,354121,514795,525144,480910,546785,3221010,3876784,1509694,437028,375972,450436
3,631782,574098,775585,787078,998919,1534640,2144150,1325534,1608229,921964,1151877,1244331,929658,996909,1042510,836390,861262,806582,343798,536560,871789,1109222,1734230,3292066,3481144,683175,563334,854648,921951,633412,1224416,2625266,1414465,1266662,893304,990778,910922
3,298840,491083,716309,594609,920798,577102,572810,713719,1746788,1182275,818907,1048902,1249385,845340,690529,366477,508245,466529,566781,356671,476842,1092419,2764913,2743331,732393,364808,506366,613928,532173,631716,1373930,2229063,2090176,1435409,703286,668875,441264
3,399804,578113,948662,884347,1336401,1213525,1292291,1373779,914757,1047516,825386,848250,1407593,1744809,1318321,1010709,843758,586967,949866,710755,1105169,1935738,2715421,1789468,1301348,789888,705070,812902,643520,640306,1475109,2822160,2203657,1393691,1598721,1065402,559396
3,283701,417933,902830,704848,876239,560342,881166,785107,717473,733426,966273,1075894,918287,695071,738218,497168,645377,690024,636505,448203,855977,832263,1086039,2771336,1773690,508302,502216,514681,508783,482854,751868,1749376,1475646,1893648,1523985,497206,349837
3,415276,579694,897757,915579,722270,1012168,990908,620445,1036850,1341738,850340,992780,1049277,871249,729583,595360,485249,310729,1559156,693572,1103639,1945778,2160675,2884340,517618,375245,363256,505155,381859,377201,1206896,2447431,2029009,1758597,1201640,931545,525486
3,418786,497252,1147446,981891,998007,915099,912611,962437,940791,929507,848225,994675,1229140,1181227,1413733,711644,683395,302295,1322177,416606,461112,1429598,2070798,2740205,1776041,492981,396212,645719,590684,669964,1082496,2071353,2138736,1430646,1067089,1013661,678439
4,1463767,517287,949011,1280638,910698,1297784,1689755,388034,73723,131314,312686,1250623,1252301,1891225,1764936,1328695,1567566,892811,1220880,345560,531279,1107937,1073517,2268201,2076728,466060,99149,260277,118928,312653,1696150,2294209,832276,1037826,1496467,887160,933471
4,259148,963695,1973042,1845653,1448247,1063025,1714322,1085249,263997,285379,353043,868129,1553744,1084088,735484,1295230,1991674,1832676,1029919,920215,776202,700382,1245571,1899011,2116132,686765,193378,215905,324475,753901,1833166,2577842,1096175,779844,937717,567689,398023
4,819216,713726,1145642,1505527,1396468,1440940,1786623,1152695,265845,14840,22128,126932,1376963,2684516,1894876,1310559,1132098,804076,509928,1193255,1524878,914318,1939593,2238039,619048,494369,353877,340179,455725,591344,2048512,2199123,1307007,846827,711399,919762,1018012
4,768299,833793,957471,986078,1334823,1391368,2053952,1682561,603855,272969,505810,1459364,1516068,641023,1614074,2767346,863617,685132,1371995,508025,604332,1179814,2324218,1887432,1132216,625830,345748,793810,1081751,1124007,1756806,1492070,1681860,1870276,650875,579811,703600
4,1224595,1126081,1108429,1536158,834968,954603,1657010,1750759,855587,721207,789892,1554518,1409721,1593492,873348,1155877,1475170,826567,1758897,999172,951247,980881,1146982,1157831,2458239,1364419,586269,1344689,697770,1504928,1349560,1076844,925612,1094585,1091898,951911,1017306
4,745821,1433107,1572642,1274305,958555,1575010,1311139,977785,765368,172837,607936,1463848,1824394,1796595,2201081,1401420,571261,520843,1249728,742486,782896,1126094,1322787,2275400,2312833,551141,422703,950269,480121,592028,2749992,1497134,533698,1365585,1171854,777528,520720
4,1271054,1203160,1498255,851306,1321776,1146009,1206200,1219929,464063,136172,322202,1968229,2085114,1531984,1439781,1222235,1582719,816045,698356,1188154,1011141,1254936,1521519,1494867,1834049,943828,466488,471278,733511,783508,1546612,2178937,1364699,706340,1238874,1181387,557586
4,1039310,838451,1051846,713973,850843,1031200,1263201,947318,109365,48681,126322,667143,1157222,1230441,1388647,1285293,1093996,684335,1031136,272158,545552,957246,943516,1799968,1707155,281481,200386,55898,127842,260566,1016759,1938120,1599750,653998,595929,487288,546083
4,169764,443857,1180033,1427787,1748692,1160763,1239500,990156,232494,78841,313582,794189,1897925,1141881,848588,1538923,1059356,974405,1865900,563057,925404,976092,1389310,1734453,1201884,238418,343309,188092,283025,667161,2515618,1685796,1032077,900079,1257802,603019,1002450
4,624501,1062060,840916,1047323,1176916,1251825,1328674,1300311,581051,438217,367835,1118626,1829187,1586453,1411394,1113140,1167653,602641,1821312,940813,949611,1637616,1039695,1315373,1574385,579804,317912,529582,412382,716765,2350811,1298768,1396501,1730313,1501373,893129,389006
4,508029,392363,776822,1532692,1888617,1835925,1794921,707424,310037,28780,43072,217827,2582925,1862666,793487,1320096,517428,649792,1704020,1376765,1300950,894156,1083421,1328881,1431900,1137883,477352,553340,346923,832892,1679123,1405144,1361809,959978,871542,898963,938586
4,384697,646673,1268301,1865232,1839603,1003672,1887623,981212,181850,7155,92241,1189416,1444745,1415417,980434,421075,1334270,1655743,1871600,722140,1149831,922538,1200542,1222786,1400992,1130753,484705,481966,797964,726410,1050132,1675486,1484211,609924,776730,1134605,697700
4,527605,794320,1247293,1235143,1469255,1061359,1055118,883759,309076,57354,248190,1492553,1337049,1481277,1181632,596383,793972,1623367,1899164,830530,988459,1010585,1059738,1412212,919891,446109,325681,622418,573641,828109,2019879,1082471,1079582,1577280,619749,429111,1320309
4,118409,343278,1102209,1515711,2172137,2277517,1643818,747691,487374,93280,100423,645514,1095163,960710,1157491,750474,1111150,769033,2042770,1395889,1914741,911220,673579,1209100,1717840,598857,223210,96313,307553,935592,2678387,1415959,971909,450243,1047816,1075905,244252
4,1013613,1396794,1298777,1289568,1819067,1465202,1227170,588198,83092,104516,594261,1361668,1539603,1449399,1480199,1045513,1282666,1658656,1520014,495643,1006309,1633971,946544,1132012,2465355,678453,115708,286956,158156,1162393,2597002,1153222,894068,943796,1208953,1137629,340380
4,733768,1412868,1410658,1116182,1566424,1333853,1626799,621709,141608,52343,305184,742371,1376986,1462177,1062347,2271609,1662951,889798,1918797,616344,779525,848975,2063947,2489084,1120384,314671,126457,321467,121717,260365,803585,2658944,2206886,1215321,1079390,938717,588475
4,392477,454572,1122800,1047926,1783480,1474384,1545116,1681123,486712,228363,300146,422288,2127656,1970171,1603045,1205672,812268,987251,960360,630272,1215112,1516982,793354,725360,1927509,1731210,593847,673604,335994,1023505,1740674,1481661,1393540,1508833,1226755,620647,384390
4,858430,1239620,1477682,1235927,1288026,951439,1162333,823989,130617,120220,126971,927399,1930482,1158639,1245832,1129149,1895670,1102068,1371922,742463,729967,854165,2099354,2414995,589089,221829,154483,68419,157469,305598,1601165,2645292,1649533,1150225,474123,500757,1082916
4,603528,1203248,2150195,1502634,1300505,1336791,943596,444457,284530,34534,303348,834486,1526355,995086,1099696,2349373,1924853,1193486,1222328,685507,1214729,894662,844558,1506879,2722705,892785,145131,134662,201432,356510,919694,1897583,1858526,879174,928309,1028179,1177466
4,679619,1363990,1987654,2007646,701304,1207457,1135587,1173602,571150,284940,338542,1054990,1846388,1237458,1317133,1292774,2232601,1809245,1823237,557230,762972,1116861,1548910,1902629,1694605,682666,243684,246960,314140,578654,2118899,2579478,1476893,950797,1309349,1136630,448239
5,429342,731719,631613,691689,796662,786000,1528666,1123848,231229,99116,146476,258251,523310,1124699,1225205,1074048,1037918,701292,766153,807848,1117223,1896465,1921307,1264074,964231,602058,385109,434423,523789,764503,1816812,1666053,913204,858883,865197,817548,508588
5,280610,312995,260886,325447,550056,482868,541747,483052,302889,188054,179894,669282,1126067,665437,472238,479852,369959,423313,621750,549080,836041,1298176,1019211,771055,774388,1133988,1388314,1004309,618831,470275,892477,1146723,945747,579205,312672,479419,235575
5,341034,589740,650698,399868,429534,776837,1157707,432903,173031,121827,143986,197007,378790,455843,1099635,1151100,1121011,998413,1005854,756980,1517275,1478890,642431,400209,544660,697320,748714,750278,599241,1136027,1777286,1613446,691130,594318,703118,792233,277026
5,243469,659246,684853,776422,804442,883707,928622,579900,348646,240595,188587,253568,695737,881319,820776,734819,564346,551085,604820,810936,1114704,864176,957605,2115946,1748608,818585,770264,676702,592678,600726,710378,894246,706513,586883,664948,587559,269445
5,360644,625109,739869,779181,381728,856219,744331,312906,173916,124490,136107,162270,750798,866475,1040438,1305507,1051837,992946,1342083,804759,1025126,1090541,1094729,956336,747808,866765,953186,1051130,856444,762032,817866,1194109,1182352,909139,822328,888176,381498
5,207787,363544,474704,649318,795409,1170461,1648496,977564,401101,285817,184868,274085,627478,1165629,1136562,1219394,1287167,1005217,776136,674748,990123,959437,1452740,1549385,950396,866367,692713,732529,885441,850750,1294678,1868676,1650557,1128721,843076,329496,142733
5,371977,710936,695026,689503,755442,823962,841891,608788,384000,177083,192011,201249,806333,983297,982804,815375,1133597,1530973,1540765,1286041,1032026,907763,1371540,1102605,779740,822954,576984,542862,416678,588527,1622725,1700672,1427784,1111603,1090168,863015,399433
5,503512,758781,832330,914122,1002484,1224093,747036,438741,444155,330153,228309,303569,1316001,1656852,949950,997033,608237,430190,541778,832480,900115,1557509,2699786,1414920,850553,869343,597262,620976,515569,741552,1080160,1223561,1398001,1053093,773673,820186,418062
5,496091,972580,858588,877051,804614,780077,346752,180494,126931,138316,74789,202933,1461385,967233,923164,1000272,961822,973870,878157,1161714,1028314,1241476,1322972,1399643,778442,736368,886982,756900,586767,785084,1008137,1151394,1102543,947203,880282,1026593,503023
